iter	Logloss
113	0.1414134254
114	0.1404001065
115	0.1391142905
116	0.1381015937
117	0.1373242295
118	0.1364212717
119	0.1355313029
120	0.1345995985
121	0.1334530986
122	0.1323400043
123	0.1314348327
124	0.1304179952
125	0.1293463872
126	0.1286488827
127	0.1277295876
128	0.1265948591
129	0.1255786422
130	0.124640421
131	0.1237729568
132	0.1228539763
133	0.1220195728
134	0.1211553878
135	0.1201448951
136	0.1195715068
137	0.1187975968
138	0.1178745859
139	0.1171226985
140	0.1162463674
141	0.1153606453
142	0.1145826372
143	0.1136910286
144	0.1128526609
145	0.1120174563
146	0.1112252734
147	0.1103954013
148	0.109437531
149	0.1085525928
150	0.1080095881
151	0.1072702462
152	0.1065776256
153	0.1058769569
154	0.1051553732
155	0.104561965
156	0.104023361
157	0.10313486
158	0.1027024116
159	0.1019492527
160	0.1012304088
161	0.1006899847
162	0.1001964199
163	0.09957842082
164	0.0990477691
165	0.09868117718
166	0.09785680701
167	0.09715024639
168	0.09637969186
169	0.09581240873
170	0.09518689531
171	0.09459689627
172	0.09406694874
173	0.0934481556
174	0.09281781225
175	0.09223755165
176	0.09158047247
177	0.09106694801
178	0.0906811908
179	0.09018199846
180	0.08966390922
181	0.08913875868
182	0.08860117933
183	0.08822299724
184	0.0878175142
185	0.08737243315
186	0.08679949954
187	0.08633654736
188	0.0858801386
189	0.08532610242
190	0.08495759802
191	0.08456386661
192	0.08408908855
193	0.08364778872
194	0.08308256226
195	0.08258522245
196	0.08221801896
197	0.08192795481
198	0.08153986499
199	0.08118316433
200	0.08071627163
201	0.08027459568
202	0.07981833083
203	0.07933035577
204	0.07895323266
205	0.07842884031
206	0.07810024686
207	0.07780055336
208	0.0775073652
209	0.07701909421
210	0.07648935107
211	0.07619941869
212	0.07589666517
213	0.07550760331
214	0.07513166473
215	0.07477160677
216	0.07435349835
217	0.07408540759
218	0.07361761171
219	0.07316402779
220	0.07280445423
221	0.07253981096
222	0.07221594834
223	0.07198999746
224	0.07158520916
225	0.07131639936
226	0.07105169399
227	0.0707288971
228	0.070419969
229	0.07015405695
230	0.06975797295
231	0.06959321356
232	0.06927923978
233	0.0689749877
234	0.06871775539
235	0.0683602258
236	0.06813368954
237	0.06783205008
238	0.06738868575
239	0.06707333519
240	0.06675648257
241	0.06643628534
242	0.06613571323
243	0.06596812359
244	0.06558813244
245	0.06539140606
246	0.06510919029
247	0.0649149588
248	0.06465004255
249	0.06447529982
250	0.06423762053
251	0.0640517426
252	0.06384229282
253	0.06366717532
254	0.06337291603
255	0.06324092394
256	0.0629241345
257	0.0627273444
258	0.06249634947
259	0.06223305219
260	0.06192207012
261	0.06175039849
262	0.06136195063
263	0.06117446668
264	0.06088283405
265	0.0606414135
266	0.06047222919
267	0.06018459432
268	0.05985455983
269	0.05969211712
270	0.05935470974
271	0.05902257565
272	0.05876940482
273	0.05861403043
274	0.05839547215
275	0.05818681998
276	0.05789906954
277	0.05759942194
278	0.0573948345
279	0.05717420632
280	0.05693292348
281	0.05668945518
282	0.05642252627
283	0.0561159648
284	0.05587291016
285	0.0556861952
286	0.05546229288
287	0.05525683007
288	0.05498854355
289	0.05473541376
290	0.05453413772
291	0.05433417825
292	0.05415053978
293	0.05401454128
294	0.05376800729
295	0.05361755248
296	0.05348216799
297	0.05333265497
298	0.05305080047
299	0.05291298049
300	0.05277387526
301	0.05256996014
302	0.05246583144
303	0.05231256528
304	0.05220277177
305	0.05206567596
306	0.05190709763
307	0.0518215996
308	0.05168696303
309	0.05149919503
310	0.05135167037
311	0.0511597237
312	0.05094044071
313	0.05070485561
314	0.05049040633
315	0.05031214376
316	0.05016115217
317	0.05003458025
318	0.04990283819
319	0.04964837348
320	0.04950138343
321	0.04934478589
322	0.04908088812
323	0.04885483004
324	0.04864852642
325	0.04852463516
326	0.04842799004
327	0.04828857917
328	0.0481494248
329	0.04796529005
330	0.04771244755
331	0.04763215693
332	0.0474919425
333	0.04733289706
334	0.04719141791
335	0.04699343328
336	0.04685631425
337	0.04677337644
338	0.04661306033
339	0.04653335941
340	0.04642995649
341	0.04631546967
342	0.04611499555
343	0.04602357404
344	0.04587702519
345	0.04576432691
346	0.045682096
347	0.04549660688
348	0.04530583476
349	0.04512399185
350	0.04501611973
351	0.04480180222
352	0.04465467933
353	0.04450274162
354	0.04438166116
355	0.04427001376
356	0.04411988674
357	0.04392948237
358	0.04378657433
359	0.0437124491
360	0.04359001158
361	0.04348696129
362	0.04345125736
363	0.04334528233
364	0.0432426727
365	0.04307306339
366	0.04298609218
367	0.04285292663
368	0.0426890815
369	0.04256910052
370	0.04244098091
371	0.04234204341
372	0.04227207795
373	0.0421573357
374	0.0420021325
375	0.0418893678
376	0.04180834382
377	0.04173915059
378	0.04160668275
